step,mean_reward,mean_sinr_db,mean_Te2E,avg_Tloc,avg_Ttx,avg_TQ,avg_Tcpu
251,1.256664,4.8384,2.048245e-01,4.000000e-04,2.037244e-01,6.667556e-04,3.333333e-05
252,2.490431,18.6733,6.676223e-01,2.666667e-04,6.666667e-01,6.667556e-04,2.222222e-05
253,1.246852,3.9669,1.920613e-02,1.333333e-04,1.872833e-02,3.333556e-04,1.111111e-05
254,1.381784,4.7111,1.101167e-01,6.666667e-04,1.077272e-01,1.667222e-03,5.555556e-05
255,1.380176,4.3208,2.384631e-01,5.333333e-04,2.358846e-01,2.000800e-03,4.444444e-05
256,1.463931,4.0816,3.572141e-02,4.000000e-04,3.495472e-02,3.333556e-04,3.333333e-05
257,2.325639,11.6640,3.625433e-02,2.666667e-04,3.529868e-02,6.667556e-04,2.222222e-05
258,1.498560,4.0759,1.286466e-02,1.333333e-04,1.238686e-02,3.333556e-04,1.111111e-05
259,2.202544,15.0103,4.928472e-02,1.333333e-04,4.880692e-02,3.333556e-04,1.111111e-05
260,2.105712,9.8901,6.657357e-02,2.666667e-04,6.561793e-02,6.667556e-04,2.222222e-05
261,0.951081,2.2035,2.750219e-01,4.000000e-04,2.735884e-01,1.000200e-03,3.333333e-05
262,1.201763,6.8288,6.736390e-01,6.666667e-04,6.712496e-01,1.667222e-03,5.555556e-05
263,1.482765,6.0025,1.363729e-02,1.333333e-04,1.315949e-02,3.333556e-04,1.111111e-05
264,3.449164,27.3478,6.701855e-01,5.333333e-04,6.682740e-01,1.333689e-03,4.444444e-05
265,2.407467,16.3702,3.714309e-01,4.000000e-04,3.696639e-01,1.333689e-03,3.333333e-05
266,1.706602,8.1446,1.650079e-01,5.333333e-04,1.634299e-01,1.000200e-03,4.444444e-05
267,1.359320,6.0640,1.194532e-01,4.000000e-04,1.180197e-01,1.000200e-03,3.333333e-05
268,3.256251,16.0991,2.424214e-01,4.000000e-04,2.409878e-01,1.000200e-03,3.333333e-05
269,1.603311,5.8995,6.610465e-02,2.666667e-04,6.481556e-02,1.000200e-03,2.222222e-05
270,1.448437,5.5131,3.656712e-01,6.666667e-04,3.629482e-01,2.000800e-03,5.555556e-05
271,1.780679,7.7198,3.450004e-01,4.000000e-04,3.432334e-01,1.333689e-03,3.333333e-05
272,1.783228,6.5707,1.871695e-01,5.333333e-04,1.855915e-01,1.000200e-03,4.444444e-05
273,1.830889,6.8841,3.336222e-01,2.666667e-04,3.333333e-01,0.000000e+00,2.222222e-05
274,2.213209,9.2125,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
275,2.299792,13.1400,3.443428e-02,4.000000e-04,3.266726e-02,1.333689e-03,3.333333e-05
276,1.174388,3.3132,3.438104e-01,2.666667e-04,3.431881e-01,3.333556e-04,2.222222e-05
277,3.118919,24.3926,6.721287e-01,5.333333e-04,6.702172e-01,1.333689e-03,4.444444e-05
278,1.100083,2.5424,1.126969e-01,6.666667e-04,1.103075e-01,1.667222e-03,5.555556e-05
279,1.886568,6.8162,1.006883e-01,8.000000e-04,9.648606e-02,3.335557e-03,6.666667e-05
280,0.955784,3.4208,3.841199e-01,6.666667e-04,3.830644e-01,3.333556e-04,5.555556e-05
281,2.468874,15.8902,3.795122e-01,8.000000e-04,3.763111e-01,2.334423e-03,6.666667e-05
282,2.574265,10.2594,9.402571e-02,6.666667e-04,9.130268e-02,2.000800e-03,5.555556e-05
283,1.012928,2.3459,1.369596e-01,5.333333e-04,1.357151e-01,6.667556e-04,4.444444e-05
284,1.819865,6.5342,7.733041e-02,2.666667e-04,7.637476e-02,6.667556e-04,2.222222e-05
285,1.431785,6.7152,1.352650e-01,5.333333e-04,1.333536e-01,1.333689e-03,4.444444e-05
286,0.911954,1.6525,4.185466e-02,4.000000e-04,4.042113e-02,1.000200e-03,3.333333e-05
287,1.794582,5.2161,2.778225e-02,4.000000e-04,2.634871e-02,1.000200e-03,3.333333e-05
288,2.180552,7.3910,2.769768e-02,5.333333e-04,2.545267e-02,1.667222e-03,4.444444e-05
289,2.112617,8.0781,1.944680e-01,8.000000e-04,1.909332e-01,2.668090e-03,6.666667e-05
290,1.748721,10.4567,1.394355e-01,5.333333e-04,1.385243e-01,3.333556e-04,4.444444e-05
291,2.207994,8.5340,1.707029e-02,4.000000e-04,1.563676e-02,1.000200e-03,3.333333e-05
292,1.301401,6.5369,5.251008e-03,1.333333e-04,4.773208e-03,3.333556e-04,1.111111e-05
293,1.307087,3.3999,2.117668e-02,2.666667e-04,2.022104e-02,6.667556e-04,2.222222e-05
294,1.273443,4.2089,5.793163e-02,4.000000e-04,5.649810e-02,1.000200e-03,3.333333e-05
295,1.002548,2.3996,3.857824e-02,4.000000e-04,3.714471e-02,1.000200e-03,3.333333e-05
296,2.089235,14.1716,3.939465e-01,5.333333e-04,3.920350e-01,1.333689e-03,4.444444e-05
297,0.922958,1.1660,1.105377e-01,8.000000e-04,1.076702e-01,2.000800e-03,6.666667e-05
298,1.072014,5.0118,5.128997e-01,8.000000e-04,5.100322e-01,2.000800e-03,6.666667e-05
299,1.742908,11.7673,7.343857e-03,2.666667e-04,6.388212e-03,6.667556e-04,2.222222e-05
300,1.746777,7.8057,1.639784e-02,2.666667e-04,1.544219e-02,6.667556e-04,2.222222e-05
301,0.925549,2.8427,1.613763e-02,2.666667e-04,1.451505e-02,1.333689e-03,2.222222e-05
302,2.001135,12.5696,4.008060e-01,8.000000e-04,3.979385e-01,2.000800e-03,6.666667e-05
303,2.166296,11.4103,1.643021e-01,5.333333e-04,1.623906e-01,1.333689e-03,4.444444e-05
304,1.421354,3.8774,6.081947e-02,6.666667e-04,5.876356e-02,1.333689e-03,5.555556e-05
305,1.974435,13.9792,3.408521e-01,5.333333e-04,3.389407e-01,1.333689e-03,4.444444e-05
306,1.291630,7.0473,4.423873e-01,6.666667e-04,4.399978e-01,1.667222e-03,5.555556e-05
307,2.308675,13.0366,1.731379e-01,5.333333e-04,1.715599e-01,1.000200e-03,4.444444e-05
308,1.159918,6.2724,3.342890e-01,2.666667e-04,3.333333e-01,6.667556e-04,2.222222e-05
309,2.579244,10.6967,3.401235e-01,4.000000e-04,3.380230e-01,1.667222e-03,3.333333e-05
310,1.704510,10.2676,1.297457e-01,2.666667e-04,1.294569e-01,0.000000e+00,2.222222e-05
311,1.466582,8.7283,4.247049e-01,5.333333e-04,4.224599e-01,1.667222e-03,4.444444e-05
312,1.324604,7.9889,6.765767e-01,5.333333e-04,6.749987e-01,1.000200e-03,4.444444e-05
313,1.315716,4.7572,9.040388e-02,5.333333e-04,8.849241e-02,1.333689e-03,4.444444e-05
314,1.764050,7.7041,2.550953e-02,4.000000e-04,2.374250e-02,1.333689e-03,3.333333e-05
315,1.912514,11.4914,3.303141e-01,5.333333e-04,3.284027e-01,1.333689e-03,4.444444e-05
316,2.759025,10.9812,6.758161e-02,5.333333e-04,6.567014e-02,1.333689e-03,4.444444e-05
317,1.292840,7.5828,6.677668e-01,4.000000e-04,6.666667e-01,6.667556e-04,3.333333e-05
318,2.499975,17.7821,3.968847e-01,6.666667e-04,3.941617e-01,2.000800e-03,5.555556e-05
319,1.632857,8.7906,2.753531e-02,1.333333e-04,2.739087e-02,0.000000e+00,1.111111e-05
320,1.743224,11.5013,3.375381e-01,2.666667e-04,3.365824e-01,6.667556e-04,2.222222e-05
321,2.649683,15.0531,3.623319e-01,8.000000e-04,3.591308e-01,2.334423e-03,6.666667e-05
322,1.515908,8.0777,2.199661e-01,5.333333e-04,2.183881e-01,1.000200e-03,4.444444e-05
323,1.217949,4.8170,3.338111e-01,1.333333e-04,3.333333e-01,3.333556e-04,1.111111e-05
324,0.741286,0.4369,2.267514e-02,1.333333e-04,2.219734e-02,3.333556e-04,1.111111e-05
325,1.726274,7.0740,8.096846e-02,2.666667e-04,8.001281e-02,6.667556e-04,2.222222e-05
326,1.205940,2.8368,1.250336e-02,1.333333e-04,1.202556e-02,3.333556e-04,1.111111e-05
327,1.374504,3.4331,4.262687e-02,4.000000e-04,4.119334e-02,1.000200e-03,3.333333e-05
328,1.945572,12.4760,7.085968e-03,2.666667e-04,6.130323e-03,6.667556e-04,2.222222e-05
329,1.011371,4.1683,4.013413e-01,5.333333e-04,3.994298e-01,1.333689e-03,4.444444e-05
330,1.786474,10.1048,7.444834e-02,4.000000e-04,7.268131e-02,1.333689e-03,3.333333e-05
331,1.608192,5.4834,6.657433e-02,5.333333e-04,6.466286e-02,1.333689e-03,4.444444e-05
332,1.711800,5.8706,1.463787e-02,2.666667e-04,1.401562e-02,3.333556e-04,2.222222e-05
333,1.173472,2.5181,5.867468e-02,5.333333e-04,5.676321e-02,1.333689e-03,4.444444e-05
334,1.742793,7.6913,1.731317e-01,4.000000e-04,1.716982e-01,1.000200e-03,3.333333e-05
335,2.175866,7.3394,1.136249e-02,2.666667e-04,1.040685e-02,6.667556e-04,2.222222e-05
336,1.387984,5.5951,6.479959e-02,5.333333e-04,6.255459e-02,1.667222e-03,4.444444e-05
337,1.098538,3.9701,3.585608e-01,2.666667e-04,3.579385e-01,3.333556e-04,2.222222e-05
338,1.624331,9.3964,3.338111e-01,1.333333e-04,3.333333e-01,3.333556e-04,1.111111e-05
339,3.489763,15.4388,3.230886e-03,1.333333e-04,2.753086e-03,3.333556e-04,1.111111e-05
340,1.440904,6.1484,3.378086e-01,2.666667e-04,3.368530e-01,6.667556e-04,2.222222e-05
341,0.832889,1.8820,2.350018e-01,4.000000e-04,2.335683e-01,1.000200e-03,3.333333e-05
342,1.093667,4.6003,2.102715e-01,2.666667e-04,2.093159e-01,6.667556e-04,2.222222e-05
343,1.876947,12.7048,3.495900e-03,1.333333e-04,3.018100e-03,3.333556e-04,1.111111e-05
344,1.864525,7.0807,3.464467e-01,4.000000e-04,3.446796e-01,1.333689e-03,3.333333e-05
345,2.144554,8.6144,3.503385e-01,5.333333e-04,3.484270e-01,1.333689e-03,4.444444e-05
346,1.631843,6.5095,2.608777e-01,5.333333e-04,2.592997e-01,1.000200e-03,4.444444e-05
347,1.427295,6.0280,1.126229e-02,2.666667e-04,1.030665e-02,6.667556e-04,2.222222e-05
348,1.741115,9.4285,7.173795e-02,5.333333e-04,6.949295e-02,1.667222e-03,4.444444e-05
349,1.515705,5.8523,1.168650e-02,2.666667e-04,1.106425e-02,3.333556e-04,2.222222e-05
350,1.581887,8.2737,3.807677e-01,5.333333e-04,3.785227e-01,1.667222e-03,4.444444e-05
351,1.157819,3.8323,8.277032e-02,5.333333e-04,8.119234e-02,1.000200e-03,4.444444e-05
352,2.213626,8.8583,3.395811e-01,2.666667e-04,3.386254e-01,6.667556e-04,2.222222e-05
353,2.697651,15.1018,3.432927e-01,2.666667e-04,3.423371e-01,6.667556e-04,2.222222e-05
354,1.029418,3.4143,7.345778e-03,1.333333e-04,6.867978e-03,3.333556e-04,1.111111e-05
355,2.022891,7.9316,1.062122e-01,5.333333e-04,1.043007e-01,1.333689e-03,4.444444e-05
356,1.325351,5.3197,6.025560e-03,1.333333e-04,5.547760e-03,3.333556e-04,1.111111e-05
357,2.763112,19.6676,3.522716e-02,1.333333e-04,3.474936e-02,3.333556e-04,1.111111e-05
358,1.143865,4.1015,6.984440e-02,5.333333e-04,6.793293e-02,1.333689e-03,4.444444e-05
359,1.330317,5.2450,1.005385e-01,5.333333e-04,9.862707e-02,1.333689e-03,4.444444e-05
360,1.136540,3.0966,3.447132e-01,2.666667e-04,3.437576e-01,6.667556e-04,2.222222e-05
361,1.221145,3.9533,3.986878e-02,4.000000e-04,3.843525e-02,1.000200e-03,3.333333e-05
362,1.077067,2.3359,1.054066e-01,5.333333e-04,1.034952e-01,1.333689e-03,4.444444e-05
363,1.309068,3.8915,5.051360e-02,4.000000e-04,4.908006e-02,1.000200e-03,3.333333e-05
364,1.328013,3.8756,7.374875e-02,4.000000e-04,7.231521e-02,1.000200e-03,3.333333e-05
365,2.004778,14.1919,3.406434e-01,4.000000e-04,3.388764e-01,1.333689e-03,3.333333e-05
366,1.243242,3.1820,5.601549e-02,5.333333e-04,5.443751e-02,1.000200e-03,4.444444e-05
367,1.846105,11.3608,4.008328e-02,2.666667e-04,3.912764e-02,6.667556e-04,2.222222e-05
368,1.997211,13.2425,3.372157e-01,2.666667e-04,3.362601e-01,6.667556e-04,2.222222e-05
369,1.830081,6.4596,3.012291e-02,5.333333e-04,2.821145e-02,1.333689e-03,4.444444e-05
370,1.367503,3.8039,8.893555e-02,6.666667e-04,8.654611e-02,1.667222e-03,5.555556e-05
371,1.729506,7.7541,4.535010e-02,2.666667e-04,4.439446e-02,6.667556e-04,2.222222e-05
372,1.673685,7.7153,6.589809e-02,5.333333e-04,6.398662e-02,1.333689e-03,4.444444e-05
373,1.640069,10.9155,6.719504e-01,5.333333e-04,6.700389e-01,1.333689e-03,4.444444e-05
374,2.029815,8.7661,3.529721e-02,2.666667e-04,3.434156e-02,6.667556e-04,2.222222e-05
375,0.851881,0.9211,7.578763e-02,4.000000e-04,7.435410e-02,1.000200e-03,3.333333e-05
376,2.314642,9.2404,3.448087e-01,5.333333e-04,3.425637e-01,1.667222e-03,4.444444e-05
377,1.032926,1.8590,3.626485e-02,2.666667e-04,3.564261e-02,3.333556e-04,2.222222e-05
378,1.166873,3.2031,3.380007e-02,4.000000e-04,3.236654e-02,1.000200e-03,3.333333e-05
379,3.346354,20.3890,1.361709e-01,5.333333e-04,1.342594e-01,1.333689e-03,4.444444e-05
380,2.485939,10.3832,3.478700e-02,2.666667e-04,3.383136e-02,6.667556e-04,2.222222e-05
381,2.946353,22.3173,2.237431e-01,4.000000e-04,2.223095e-01,1.000200e-03,3.333333e-05
382,1.220791,2.9203,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
383,5.135402,23.4293,2.509430e-02,2.666667e-04,2.413865e-02,6.667556e-04,2.222222e-05
384,2.981781,13.3823,3.460814e-01,5.333333e-04,3.441699e-01,1.333689e-03,4.444444e-05
385,1.513467,5.8456,2.592568e-02,2.666667e-04,2.497004e-02,6.667556e-04,2.222222e-05
386,3.594456,15.3644,9.706913e-02,5.333333e-04,9.482413e-02,1.667222e-03,4.444444e-05
387,1.293591,3.0810,4.392824e-02,4.000000e-04,4.249471e-02,1.000200e-03,3.333333e-05
388,1.240986,3.3647,1.359055e-01,6.666667e-04,1.338495e-01,1.333689e-03,5.555556e-05
389,2.451770,10.3348,3.709201e-02,4.000000e-04,3.565847e-02,1.000200e-03,3.333333e-05
390,1.757146,8.4558,8.907963e-02,4.000000e-04,8.764610e-02,1.000200e-03,3.333333e-05
391,1.308767,3.8832,2.000187e-02,1.333333e-04,1.952407e-02,3.333556e-04,1.111111e-05
392,1.423090,7.2468,3.437686e-01,4.000000e-04,3.423351e-01,1.000200e-03,3.333333e-05
393,1.205704,6.6165,6.071434e-01,5.333333e-04,6.052320e-01,1.333689e-03,4.444444e-05
394,2.048670,8.5557,3.386763e-01,2.666667e-04,3.377207e-01,6.667556e-04,2.222222e-05
395,1.285249,5.5272,3.469903e-01,5.333333e-04,3.440781e-01,2.334423e-03,4.444444e-05
396,1.147255,4.6822,2.432698e-01,6.666667e-04,2.415474e-01,1.000200e-03,5.555556e-05
397,1.592499,10.4828,6.756660e-01,6.666667e-04,6.736101e-01,1.333689e-03,5.555556e-05
398,1.832388,9.7155,2.019094e-01,2.666667e-04,2.009538e-01,6.667556e-04,2.222222e-05
399,2.706582,17.8646,3.762916e-01,6.666667e-04,3.735685e-01,2.000800e-03,5.555556e-05
400,1.715138,7.4694,8.533156e-02,6.666667e-04,8.260853e-02,2.000800e-03,5.555556e-05
401,1.163904,3.5667,1.545788e-02,2.666667e-04,1.450223e-02,6.667556e-04,2.222222e-05
402,1.292246,4.5023,3.236769e-02,4.000000e-04,3.126760e-02,6.667556e-04,3.333333e-05
403,1.753456,6.2839,2.025649e-01,6.666667e-04,2.001755e-01,1.667222e-03,5.555556e-05
404,0.872848,1.6068,3.906922e-01,6.666667e-04,3.883028e-01,1.667222e-03,5.555556e-05
405,1.973218,6.1042,2.992250e-02,4.000000e-04,2.882242e-02,6.667556e-04,3.333333e-05
406,1.657014,11.0380,3.346224e-01,2.666667e-04,3.333333e-01,1.000200e-03,2.222222e-05
407,1.558288,7.8007,3.435413e-01,5.333333e-04,3.419633e-01,1.000200e-03,4.444444e-05
408,1.183808,2.5789,3.280787e-02,2.666667e-04,3.185222e-02,6.667556e-04,2.222222e-05
409,3.162205,24.0976,1.633391e-01,4.000000e-04,1.619056e-01,1.000200e-03,3.333333e-05
410,1.905566,11.3960,3.672059e-01,6.666667e-04,3.644829e-01,2.000800e-03,5.555556e-05
411,0.795438,0.5505,1.301782e-01,6.666667e-04,1.277888e-01,1.667222e-03,5.555556e-05
412,2.139666,12.0351,3.379376e-01,4.000000e-04,3.365040e-01,1.000200e-03,3.333333e-05
413,1.167598,3.1638,5.592273e-02,2.666667e-04,5.530048e-02,3.333556e-04,2.222222e-05
414,2.858984,21.9854,3.389811e-01,4.000000e-04,3.372140e-01,1.333689e-03,3.333333e-05
415,2.680432,11.2933,1.896457e-01,5.333333e-04,1.870671e-01,2.000800e-03,4.444444e-05
416,2.041610,8.9687,8.179579e-02,8.000000e-04,7.892832e-02,2.000800e-03,6.666667e-05
417,0.806479,0.6063,5.569625e-02,4.000000e-04,5.492957e-02,3.333556e-04,3.333333e-05
418,1.664655,5.6670,1.292001e-01,6.666667e-04,1.258098e-01,2.668090e-03,5.555556e-05
419,2.112842,14.6637,5.053453e-01,8.000000e-04,5.014768e-01,3.001801e-03,6.666667e-05
420,1.526999,5.4217,7.993660e-02,5.333333e-04,7.869207e-02,6.667556e-04,4.444444e-05
421,1.514468,9.6135,3.412846e-01,5.333333e-04,3.407068e-01,0.000000e+00,4.444444e-05
422,1.557695,7.7920,7.666197e-02,4.000000e-04,7.556188e-02,6.667556e-04,3.333333e-05
423,0.818446,0.7499,8.298325e-02,5.333333e-04,8.107178e-02,1.333689e-03,4.444444e-05
424,1.861726,7.6166,4.031399e-02,4.000000e-04,3.888045e-02,1.000200e-03,3.333333e-05
425,1.483239,4.1923,3.938039e-02,2.666667e-04,3.842474e-02,6.667556e-04,2.222222e-05
426,0.982686,2.9967,3.424079e-01,4.000000e-04,3.406408e-01,1.333689e-03,3.333333e-05
427,1.453507,3.8705,4.599407e-02,5.333333e-04,4.441609e-02,1.000200e-03,4.444444e-05
428,1.868146,9.5593,3.338111e-01,1.333333e-04,3.333333e-01,3.333556e-04,1.111111e-05
429,2.019093,9.2961,1.260599e-02,1.333333e-04,1.212819e-02,3.333556e-04,1.111111e-05
430,2.045131,8.0499,5.133969e-02,4.000000e-04,4.990615e-02,1.000200e-03,3.333333e-05
431,0.691604,0.9931,1.947576e-02,2.666667e-04,1.852012e-02,6.667556e-04,2.222222e-05
432,1.660238,5.2844,8.379189e-03,1.333333e-04,7.901389e-03,3.333556e-04,1.111111e-05
433,2.073852,10.6246,3.377981e-01,2.666667e-04,3.368425e-01,6.667556e-04,2.222222e-05
434,2.204912,13.9194,5.331160e-02,5.333333e-04,5.140013e-02,1.333689e-03,4.444444e-05
435,2.999644,22.5033,4.760707e-03,2.666667e-04,3.805062e-03,6.667556e-04,2.222222e-05
436,2.959584,12.4267,3.467108e-01,5.333333e-04,3.447994e-01,1.333689e-03,4.444444e-05
437,2.723816,13.5108,3.423120e-03,1.333333e-04,2.945320e-03,3.333556e-04,1.111111e-05
438,2.549254,14.9922,3.644781e-01,6.666667e-04,3.620886e-01,1.667222e-03,5.555556e-05
439,1.352061,6.2403,9.486871e-02,2.666667e-04,9.391306e-02,6.667556e-04,2.222222e-05
440,2.047756,7.0504,3.052352e-02,4.000000e-04,2.908999e-02,1.000200e-03,3.333333e-05
441,2.742703,17.6947,2.295736e-02,1.333333e-04,2.247956e-02,3.333556e-04,1.111111e-05
442,1.278353,3.7957,7.847816e-02,2.666667e-04,7.752252e-02,6.667556e-04,2.222222e-05
443,1.760038,5.4495,5.141343e-02,6.666667e-04,4.835679e-02,2.334423e-03,5.555556e-05
444,1.100231,3.7118,3.339556e-01,2.666667e-04,3.333333e-01,3.333556e-04,2.222222e-05
445,2.298383,8.9573,7.451726e-02,5.333333e-04,7.293929e-02,1.000200e-03,4.444444e-05
446,0.983292,2.6682,2.304300e-01,2.666667e-04,2.294744e-01,6.667556e-04,2.222222e-05
447,1.612810,4.6365,1.708075e-02,2.666667e-04,1.612511e-02,6.667556e-04,2.222222e-05
448,1.485693,6.2202,1.752211e-01,5.333333e-04,1.729761e-01,1.667222e-03,4.444444e-05
449,1.944699,11.3348,9.162549e-02,4.000000e-04,9.052540e-02,6.667556e-04,3.333333e-05
450,1.363303,7.6845,1.879848e-01,5.333333e-04,1.857398e-01,1.667222e-03,4.444444e-05
451,1.311228,3.9590,3.692197e-02,5.333333e-04,3.534399e-02,1.000200e-03,4.444444e-05
452,1.166210,5.1682,5.663423e-02,2.666667e-04,5.567859e-02,6.667556e-04,2.222222e-05
453,1.501277,6.1784,3.582643e-01,5.333333e-04,3.563529e-01,1.333689e-03,4.444444e-05
454,1.558988,5.4855,1.667376e-02,1.333333e-04,1.619596e-02,3.333556e-04,1.111111e-05
455,2.062662,8.0012,3.521724e-01,6.666667e-04,3.494494e-01,2.000800e-03,5.555556e-05
456,1.993620,11.6504,3.828324e-01,8.000000e-04,3.799649e-01,2.000800e-03,6.666667e-05
457,1.406111,8.6410,6.687672e-01,4.000000e-04,6.666667e-01,1.667222e-03,3.333333e-05
458,1.653008,8.0389,3.708079e-01,6.666667e-04,3.684184e-01,1.667222e-03,5.555556e-05
459,3.429985,18.7081,3.366698e-01,4.000000e-04,3.355697e-01,6.667556e-04,3.333333e-05
460,2.027516,7.1162,5.740092e-02,4.000000e-04,5.630083e-02,6.667556e-04,3.333333e-05
461,0.900004,1.6464,2.191709e-01,2.666667e-04,2.178819e-01,1.000200e-03,2.222222e-05
462,1.550370,5.7295,2.283228e-01,2.666667e-04,2.270337e-01,1.000200e-03,2.222222e-05
463,1.981790,7.1487,9.644855e-02,5.333333e-04,9.487057e-02,1.000200e-03,4.444444e-05
464,2.758602,13.1521,3.499922e-01,5.333333e-04,3.484142e-01,1.000200e-03,4.444444e-05
465,1.024678,3.7030,6.746126e-02,2.666667e-04,6.683902e-02,3.333556e-04,2.222222e-05
466,0.794929,1.3222,7.876950e-02,5.333333e-04,7.652450e-02,1.667222e-03,4.444444e-05
467,1.937814,9.4813,1.330647e-01,5.333333e-04,1.314867e-01,1.000200e-03,4.444444e-05
468,3.307062,14.7465,4.537972e-02,4.000000e-04,4.394619e-02,1.000200e-03,3.333333e-05
469,0.804217,0.5891,1.115565e-01,5.333333e-04,1.093115e-01,1.667222e-03,4.444444e-05
470,1.603204,5.7241,8.837885e-02,6.666667e-04,8.498854e-02,2.668090e-03,5.555556e-05
471,1.372399,7.6187,3.442235e-01,5.333333e-04,3.419785e-01,1.667222e-03,4.444444e-05
472,1.504258,6.2163,7.774657e-02,5.333333e-04,7.650203e-02,6.667556e-04,4.444444e-05
473,1.817062,10.0061,3.667225e-02,4.000000e-04,3.590556e-02,3.333556e-04,3.333333e-05
474,1.530483,5.2532,8.580636e-02,5.333333e-04,8.389490e-02,1.333689e-03,4.444444e-05
475,0.986644,1.9361,1.005303e-02,1.333333e-04,9.908582e-03,0.000000e+00,1.111111e-05
476,0.710979,0.1624,1.209278e-01,2.666667e-04,1.199721e-01,6.667556e-04,2.222222e-05
477,4.215042,19.5119,5.196144e-02,4.000000e-04,5.052791e-02,1.000200e-03,3.333333e-05
478,1.335742,3.6655,2.171687e-02,2.666667e-04,2.076122e-02,6.667556e-04,2.222222e-05
479,1.370711,5.1991,1.016997e-01,2.666667e-04,1.007441e-01,6.667556e-04,2.222222e-05
480,1.516849,4.9639,1.474842e-01,4.000000e-04,1.460507e-01,1.000200e-03,3.333333e-05
481,2.031128,11.8069,3.685242e-03,1.333333e-04,3.207442e-03,3.333556e-04,1.111111e-05
482,1.055149,3.5932,2.374508e-01,5.333333e-04,2.348722e-01,2.000800e-03,4.444444e-05
483,1.241759,5.5367,2.912458e-01,6.666667e-04,2.888563e-01,1.667222e-03,5.555556e-05
484,1.521176,4.2721,3.680073e-02,4.000000e-04,3.603404e-02,3.333556e-04,3.333333e-05
485,1.218421,5.4754,3.400951e-01,4.000000e-04,3.386616e-01,1.000200e-03,3.333333e-05
486,2.056881,6.7643,2.850583e-02,4.000000e-04,2.707229e-02,1.000200e-03,3.333333e-05
487,2.043331,8.8134,9.929730e-02,5.333333e-04,9.738583e-02,1.333689e-03,4.444444e-05
488,1.845629,7.9348,5.822932e-02,4.000000e-04,5.612876e-02,1.667222e-03,3.333333e-05
489,2.448409,9.6748,1.075383e-01,5.333333e-04,1.056268e-01,1.333689e-03,4.444444e-05
490,2.279510,10.8003,2.628363e-02,5.333333e-04,2.503910e-02,6.667556e-04,4.444444e-05
491,2.218814,9.8948,1.629647e-02,4.000000e-04,1.486293e-02,1.000200e-03,3.333333e-05
492,1.525724,4.8473,5.168010e-02,4.000000e-04,5.024656e-02,1.000200e-03,3.333333e-05
493,3.145952,15.9019,1.065499e-01,4.000000e-04,1.051163e-01,1.000200e-03,3.333333e-05
494,1.106855,3.4712,2.052098e-01,1.333333e-04,2.047320e-01,3.333556e-04,1.111111e-05
495,1.696319,11.2402,3.342890e-01,2.666667e-04,3.333333e-01,6.667556e-04,2.222222e-05
496,1.521059,7.7420,3.346224e-01,2.666667e-04,3.333333e-01,1.000200e-03,2.222222e-05
497,1.636799,9.7738,3.809170e-01,4.000000e-04,3.798169e-01,6.667556e-04,3.333333e-05
498,2.259053,8.8175,5.947976e-02,5.333333e-04,5.756829e-02,1.333689e-03,4.444444e-05
499,1.869366,7.6665,1.974589e-01,2.666667e-04,1.965033e-01,6.667556e-04,2.222222e-05
500,1.500901,8.8023,3.959818e-01,4.000000e-04,3.942148e-01,1.333689e-03,3.333333e-05
